Batsman,Total Runs Scored,Home Runs,Milestones Reached, avg Balls Faced
JA Morkel,109,10.0,0,9.0
HH Gibbs,81,7.0,0,10.0
T Thushara,45,4.0,0,12.0
V Sehwag,76,11.0,0,10.0
KA Edwards,34,4.0,0,11.0
SC Williams,241,22.0,0,12.0
DE Bernard,19,1.0,0,8.0
LE Plunkett,49,7.0,0,9.0
S Mukuddem,9,1.0,0,14.0
Gulbodin Naib,10,2.0,0,8.0
Nasir Aziz,30,5.0,0,20.0
Shaiman Anwar,67,11.0,0,10.0
MJ Guptill,157,18.0,0,12.0
Najibullah Zadran,52,7.0,0,7.0
GB Hogg,42,5.0,0,11.0
Usman Limbada,15,1.0,0,10.0
CK Kapugedera,176,16.0,0,9.0
N Deonarine,59,6.0,0,10.0
CR Brathwaite,9,1.0,0,5.0
MC Sorensen,27,4.0,0,10.0
NW Bracken,10,1.0,0,9.0
DLS van Bunge,10,2.0,0,7.0
SR Patel,110,12.0,0,8.0
M Kartik,14,2.0,0,16.0
Ziaur Rahman,9,1.0,0,5.0
CK Coventry,47,3.0,0,17.0
D Mongia,23,1.0,0,10.0
MJ Santner,41,4.0,0,13.0
CR Ervine,148,11.0,0,15.0
A Symonds,300,28.0,0,12.0
Umar Gul,62,7.0,0,5.0
HDRL Thirimanne,230,16.0,0,9.0
Abdur Rehman,17,1.0,0,6.0
H Masakadza,146,16.0,0,10.0
Fayyaz Ahmed,14,2.0,0,10.0
AM Samad,9,1.0,0,9.0
LOB Cann,22,2.0,0,13.0
B Lee,70,8.0,0,10.0
R Mutumbami,28,1.0,0,8.0
TWM Latham,12,2.0,0,15.0
Nawroz Mangal,20,3.0,0,12.0
JH Kallis,183,16.0,0,9.0
LRPL Taylor,700,78.0,0,11.0
CH Gayle,92,8.0,0,9.0
DR Lockhart,7,1.0,0,12.0
PC de Silva,17,2.0,0,9.0
Mohammad Yousuf,269,23.0,0,12.0
Haseeb Amjad,17,3.0,0,9.0
Shafiqullah,22,3.0,0,10.0
MDKJ Perera,49,7.0,0,11.0
SP Narine,83,13.0,0,7.0
SJ Benn,28,2.0,0,9.0
IJL Trott,330,29.0,0,14.0
PD McGlashan,19,3.0,0,17.0
RJ Sidebottom,29,3.0,0,12.0
CJ Anderson,188,24.0,0,10.0
Mahbubul Alam,36,3.0,0,14.0
Hammad Azam,4,1.0,0,5.0
DPMD Jayawardene,664,75.0,0,10.0
AS Hansra,31,2.0,0,9.0
Najeeb Amar,11,2.0,0,6.0
PG Fulton,47,4.0,0,9.0
ST Finn,37,5.0,0,6.0
JAR Blain,16,2.0,0,13.0
JH Davey,22,3.0,0,8.0
SL Malinga,47,5.0,0,6.0
PC Connell,4,1.0,0,7.0
LM Jongwe,65,6.0,0,11.0
RR Emrit,9,1.0,0,18.0
Abdur Razzak,103,11.0,0,8.0
Qaiser Ali,9,1.0,0,20.0
ND McKenzie,42,4.0,0,14.0
JR Hopes,192,17.0,0,12.0
E Chigumbura,538,56.0,0,10.0
KP Pietersen,262,32.0,0,11.0
DO Obuya,20,1.0,0,18.0
CJ Ferguson,90,8.0,0,8.0
DL Vettori,229,19.0,0,10.0
Samiullah Shenwari,149,16.0,0,13.0
Ahmed Shehzad,71,6.0,0,12.0
JDS Neesham,34,6.0,0,8.0
RA Jadeja,299,23.0,0,10.0
EJG Morgan,594,71.0,0,11.0
BMAJ Mendis,105,12.0,0,10.0
SMA Priyanjan,44,4.0,0,8.0
JP Duminy,551,33.0,0,12.0
NO Miller,32,4.0,0,5.0
RJ Trott,34,2.0,0,16.0
DJ Hussey,226,16.0,0,11.0
MG Johnson,79,8.0,0,7.0
SM Pollock,104,12.0,0,9.0
PD Collingwood,314,16.0,0,12.0
CH Morris,16,1.0,0,6.0
Asad Shafiq,93,12.0,0,9.0
PJ Forrest,30,3.0,0,10.0
Mirwais Ashraf,21,2.0,0,9.0
AJ Hall,31,4.0,0,16.0
Sikandar Raza,154,19.0,0,13.0
IK Pathan,119,13.0,0,9.0
AC Gilchrist,20,1.0,0,14.0
ST Jayasuriya,45,3.0,0,8.0
CJ Chibhabha,50,2.0,0,8.0
Tamim Iqbal,104,14.0,0,15.0
JM How,37,1.0,0,8.0
N Madziva,8,1.0,0,10.0
D Wiese,35,5.0,0,11.0
AC Evans,7,1.0,0,7.0
Mohammad Tauqir,12,1.0,0,8.0
Sohaib Maqsood,147,17.0,0,13.0
JW Hastings,29,3.0,0,12.0
JWA Taylor,92,10.0,0,14.0
LMP Simmons,194,24.0,0,12.0
MO Jones,11,1.0,0,13.0
EC Joyce,90,10.0,0,9.0
Mushfiqur Rahim,494,46.0,0,10.0
Mohammad Ashraful,76,5.0,0,9.0
Sohag Gazi,23,4.0,0,6.0
AR Cusack,33,4.0,0,13.0
TD Paine,23,2.0,0,15.0
IS Billcliff,8,1.0,0,6.0
KA Pollard,339,36.0,0,10.0
SR Watson,174,20.0,0,10.0
NLTC Perera,179,20.0,0,7.0
R McLaren,75,7.0,0,9.0
KJ Abbott,6,1.0,0,5.0
JC Buttler,327,37.0,0,11.0
KM Dabengwa,39,1.0,0,6.0
GC Smith,62,6.0,0,10.0
MK Tiwary,36,5.0,0,12.0
Inzamam-ul-Haq,35,5.0,0,9.0
MM Sharma,5,1.0,0,5.0
MEK Hussey,714,52.0,0,11.0
MM Ali,44,7.0,0,9.0
AM Phangiso,12,2.0,0,12.0
JDP Oram,172,14.0,0,10.0
MJ McClenaghan,13,1.0,0,6.0
Asghar Stanikzai,58,8.0,0,9.0
NM Coulter-Nile,17,1.0,0,14.0
DJ Bravo,394,39.0,0,11.0
BJ Hodge,87,11.0,0,12.0
HM Amla,322,33.0,0,12.0
B Kumar,25,1.0,0,5.0
GJ Bailey,339,34.0,0,12.0
JP Bray,11,1.0,0,11.0
R Dravid,174,16.0,0,12.0
PL Mommsen,43,4.0,0,11.0
RP Singh,21,2.0,0,12.0
SHT Kandamby,146,13.0,0,10.0
ADS Fletcher,8,1.0,0,11.0
SB Styris,282,28.0,0,12.0
N Mushangwe,4,1.0,0,9.0
Raqibul Hasan,116,9.0,0,9.0
RN Lewis,11,1.0,0,15.0
JM Kemp,73,7.0,0,9.0
AL Kandappah,16,1.0,0,15.0
Yuvraj Singh,446,50.0,0,12.0
Mohammad Nabi,90,9.0,0,12.0
SW Billings,23,3.0,0,6.0
DS Smith,16,3.0,0,12.0
SW Masakadza,14,2.0,0,4.0
MS Dhoni,1138,101.0,0,12.0
AC Voges,121,13.0,0,12.0
AJ Strauss,107,11.0,0,13.0
Nasir Jamal,6,1.0,0,5.0
GO Jones,36,2.0,0,12.0
A Shahzad,13,1.0,0,12.0
S Prasanna,42,6.0,0,5.0
SCJ Broad,66,4.0,0,6.0
Saad Nasim,23,3.0,0,8.0
Afsar Zazai,38,6.0,0,13.0
NJ O'Brien,135,16.0,0,13.0
A Balbirnie,63,6.0,0,10.0
NM Hauritz,12,1.0,0,5.0
Z Khan,50,5.0,0,8.0
SE Bond,15,1.0,0,6.0
Shahadat Hossain,17,2.0,0,5.0
SR Thompson,21,3.0,0,9.0
AD Russell,182,28.0,0,11.0
DT Tiripano,7,1.0,0,6.0
Babar Azam,21,2.0,0,10.0
SW Tait,11,2.0,0,10.0
R Ashwin,108,7.0,0,8.0
CL White,259,19.0,0,12.0
YK Pathan,161,20.0,0,10.0
Imran Nazir,35,6.0,0,16.0
Imran Farhat,18,2.0,0,14.0
CMW Read,13,2.0,0,5.0
AM Rahane,84,12.0,0,8.0
F Mutizwa,25,2.0,0,13.0
AU Rashid,68,10.0,0,11.0
Gulbadin Naib,7,1.0,0,15.0
KM Jadhav,31,4.0,0,19.0
Amjad Javed,41,6.0,0,12.0
Mashrafe Mortaza,84,8.0,0,9.0
CD McMillan,112,11.0,0,11.0
GB Brent,22,2.0,0,10.0
M Vijay,27,5.0,0,18.0
SC Ganguly,31,1.0,0,13.0
Sohail Tanvir,76,10.0,0,8.0
JL Denly,7,1.0,0,12.0
Mohammad Naveed,34,6.0,0,9.0
V Sibanda,41,4.0,0,11.0
Aftab Ahmed,46,6.0,0,13.0
SG Borthwick,4,1.0,0,3.0
RML Taylor,22,4.0,0,8.0
C Kieswetter,46,6.0,0,10.0
Abdul Razzaq,135,9.0,0,10.0
FRJ Coleman,13,2.0,0,9.0
GR Codrington,18,2.0,0,16.0
DR Tuffey,21,3.0,0,5.0
Mohammad Irfan,18,3.0,0,5.0
Alok Kapali,48,4.0,0,11.0
DM Bravo,148,13.0,0,11.0
GD Elliott,293,32.0,0,12.0
Mohammad Hafeez,199,19.0,0,11.0
MW Machan,11,1.0,0,12.0
Khurram Khan,50,5.0,0,12.0
S Matsikenyeri,96,7.0,0,10.0
D Ramdin,250,27.0,0,9.0
CS Baugh,63,6.0,0,12.0
RP Arnold,41,2.0,0,8.0
S Dhawan,93,10.0,0,10.0
RMS Eranga,8,2.0,0,4.0
JM Bairstow,24,3.0,0,9.0
RR Powar,6,1.0,0,5.0
TG Southee,47,7.0,0,7.0
SE Marsh,69,8.0,0,9.0
BRM Taylor,315,26.0,0,11.0
CA Ingram,76,11.0,0,13.0
CS MacLeod,43,7.0,0,15.0
MV Boucher,269,30.0,1.0,11.0
J Charles,42,6.0,0,9.0
GC Tonge,4,1.0,0,3.0
PJ Ongondo,22,1.0,0,12.0
Saqib Ali,6,1.0,0,13.0
AD Mathews,704,72.0,0,11.0
E Schiferli,5,1.0,0,12.0
T Duffin,12,2.0,0,17.0
NT Broom,49,3.0,0,8.0
Junaid Khan,4,1.0,0,3.0
C de Grandhomme,12,1.0,0,18.0
KJ Coetzer,51,7.0,0,18.0
Mominul Haque,18,1.0,0,7.0
AN Kervezee,7,1.0,0,8.0
TL Best,4,1.0,0,10.0
GH Worker,8,1.0,0,17.0
GC Wilson,160,17.0,0,12.0
Hashmatullah Shahidi,7,1.0,0,14.0
TA Boult,9,1.0,0,15.0
Mehrab Hossain jnr,13,1.0,0,13.0
Saeed Ajmal,51,2.0,0,7.0
S Chanderpaul,346,30.0,0,13.0
DA Warner,80,11.0,0,14.0
J Mubarak,43,3.0,0,10.0
TAM Siriwardana,36,4.0,0,13.0
A Bagai,40,4.0,0,11.0
DA Miller,272,28.0,0,11.0
SP Patil,27,4.0,0,12.0
WF Stelling,16,1.0,0,9.0
KC Sangakkara,999,129.0,0,11.0
AT Rayudu,111,10.0,0,14.0
SR Tendulkar,260,32.0,0,12.0
RK Kleinveldt,8,1.0,0,6.0
NFI McCallum,16,2.0,0,10.0
GM Hamilton,22,2.0,0,11.0
L Vincent,17,2.0,0,10.0
T Mupariwa,6,1.0,0,9.0
T Panyangara,27,3.0,0,5.0
Younis Khan,270,21.0,0,12.0
Wahab Riaz,91,10.0,0,6.0
MN van Wyk,22,1.0,0,15.0
HMRKB Herath,13,1.0,0,5.0
F du Plessis,269,31.0,0,11.0
WU Tharanga,197,21.0,0,11.0
Imran Tahir,18,2.0,0,6.0
AN Petersen,59,6.0,0,13.0
AC Botha,22,2.0,0,14.0
Aftab Alam,8,2.0,0,8.0
JJ Tucker,16,2.0,0,11.0
NL McCullum,151,10.0,0,11.0
DL Hemp,18,1.0,0,14.0
M Ntini,9,2.0,0,20.0
AG Cremer,77,6.0,0,10.0
A Flintoff,138,12.0,0,9.0
ES Szwarczynski,8,1.0,0,6.0
I Wardlaw,4,1.0,0,3.0
G Gambhir,227,21.0,0,12.0
JE Root,300,34.0,0,11.0
Sarfraz Ahmed,141,10.0,0,10.0
Anwar Ali,66,7.0,0,11.0
CR Woakes,109,7.0,0,8.0
Naeem Islam,161,17.0,0,12.0
Anamul Haque,28,2.0,0,8.0
Zahid Shah,6,1.0,0,6.0
RS Morton,68,4.0,0,11.0
FH Edwards,14,1.0,0,7.0
M Muralitharan,7,1.0,0,7.0
J Edness,29,3.0,0,15.0
CJO Smith,21,3.0,0,12.0
Sabbir Rahman,85,11.0,0,10.0
Liton Das,14,1.0,0,14.0
PW Borren,70,8.0,0,9.0
R Clarke,8,1.0,0,9.0
IDR Bradshaw,18,2.0,0,12.0
MA Vermeulen,9,1.0,0,14.0
RV Uthappa,22,2.0,0,8.0
TC Bastiampillai,8,1.0,0,9.0
Shafiul Islam,8,1.0,0,5.0
GI Maiden,12,1.0,0,12.0
MN Waller,143,18.0,0,9.0
I Sharma,14,1.0,0,7.0
AJ Finch,90,10.0,0,11.0
ML Hayden,57,8.0,0,13.0
AR White,42,3.0,0,8.0
GA Lamb,30,3.0,0,11.0
Shahid Afridi,633,85.0,0,9.0
LL Tsotsobe,5,1.0,0,6.0
JK Kamande,14,1.0,0,5.0
SP Fleming,35,3.0,0,12.0
U Bhatti,15,1.0,0,7.0
PM Seelaar,6,1.0,0,11.0
Zulfiqar Babar,6,2.0,0,6.0
Mohammad Rizwan,71,7.0,0,11.0
CO Obuya,68,7.0,0,17.0
BJ Watling,48,4.0,0,15.0
Kamran Akmal,121,9.0,0,10.0
CJ McKay,36,4.0,0,9.0
CRD Fernando,24,3.0,0,7.0
SPD Smith,275,29.0,0,12.0
IR Bell,258,20.0,0,12.0
C Munro,84,12.0,0,15.0
MF Maharoof,76,8.0,0,9.0
Mahmudullah,332,24.0,0,12.0
Raza-ur-Rehman,24,3.0,0,16.0
DJG Sammy,233,27.0,0,8.0
JE Taylor,50,7.0,0,7.0
JEC Franklin,189,19.0,0,10.0
LJ Wright,107,13.0,0,10.0
RR Rossouw,107,15.0,0,12.0
MS Atapattu,55,7.0,0,13.0
Junaid Siddique,39,3.0,0,14.0
S Dhaniram,49,5.0,0,8.0
ADJ Pitcher,8,1.0,0,9.0
KAJ Roach,19,2.0,0,8.0
GP Swann,39,3.0,0,6.0
Naved-ul-Hasan,26,1.0,0,15.0
RS Bopara,398,32.0,0,11.0
Mohammed Shami,13,2.0,0,6.0
Haris Sohail,131,15.0,0,12.0
Shoaib Malik,473,50.0,0,11.0
Nasir Jamshed,41,4.0,0,9.0
Shuvagoto Hom,19,2.0,0,11.0
RW Price,42,5.0,0,7.0
DC Thomas,53,6.0,0,8.0
J Patraj,9,1.0,0,15.0
HS Baidwan,34,3.0,0,9.0
Rizwan Cheema,12,2.0,0,3.0
WD Parnell,46,4.0,0,9.0
TT Bresnan,174,18.0,0,9.0
MS Wade,128,11.0,0,10.0
CK Langeveldt,9,2.0,0,5.0
RD Berrington,35,3.0,0,8.0
Dawlat Zadran,9,1.0,0,5.0
DAJ Bracewell,16,2.0,0,11.0
KD Mills,117,13.0,0,9.0
JWM Dalrymple,97,6.0,0,10.0
KMDN Kulasekara,325,38.0,0,10.0
TG Gordon,9,1.0,0,13.0
RR Sarwan,120,13.0,0,12.0
Q de Kock,96,12.0,0,12.0
Salman Butt,75,10.0,0,11.0
K Whatham,7,1.0,0,15.0
MJ Prior,49,5.0,0,9.0
J Botha,65,5.0,0,8.0
LP van Troost,1,1.0,0,7.0
RT Ponting,291,29.0,0,13.0
MJ Clarke,583,48.0,0,10.0
Habibul Bashar,59,6.0,0,14.0
RR Patel,28,2.0,0,11.0
GH Dockrell,17,1.0,0,12.0
GJ Maxwell,296,38.0,0,9.0
RJ Nicol,20,1.0,0,16.0
RJ Peterson,32,1.0,0,9.0
Usman Ghani,19,2.0,0,14.0
SO Tikolo,31,3.0,0,7.0
JM Davison,4,1.0,0,7.0
T Mishra,57,5.0,0,11.0
MA Starc,11,1.0,0,9.0
MR Marsh,122,12.0,0,9.0
J Lewis,15,1.0,0,5.0
R Rampaul,82,11.0,0,7.0
RN ten Doeschate,63,6.0,0,15.0
KD Karthik,155,20.0,0,9.0
AG Prince,20,2.0,0,9.0
JM Anderson,50,5.0,0,6.0
PA Nixon,43,2.0,0,10.0
Mohammad Amir,34,4.0,0,13.0
TBM de Leede,9,1.0,0,14.0
S Randiv,25,3.0,0,7.0
TC Mutombodzi,13,2.0,0,10.0
RM Haq,26,5.0,0,7.0
Fawad Alam,146,11.0,0,10.0
SR Clark,6,1.0,0,7.0
F Behardien,84,6.0,0,7.0
NN Odhiambo,20,2.0,0,7.0
A Mishra,9,1.0,0,8.0
MS Chapman,27,5.0,0,18.0
Nasir Hossain,263,21.0,0,12.0
IG Butler,32,3.0,0,7.0
WTS Porterfield,42,2.0,0,11.0
HJW Gardiner,19,3.0,0,7.0
TT Samaraweera,90,5.0,0,12.0
JS Patel,17,2.0,0,9.0
LN Onyango,25,2.0,0,13.0
AA Obanda,21,3.0,0,7.0
Ankur Sharma,7,1.0,0,12.0
Waqas Barkat,7,1.0,0,9.0
Misbah-ul-Haq,784,64.0,0,12.0
Shakib Al Hasan,559,53.0,0,11.0
Shahriar Nafees,31,4.0,0,11.0
Syed Rasel,9,1.0,0,4.0
MH Cross,22,2.0,0,10.0
Javed Omar,16,2.0,0,12.0
ZE Surkari,18,1.0,0,13.0
KS Williamson,245,23.0,0,10.0
K Rabada,14,1.0,0,13.0
Soumya Sarkar,26,4.0,0,15.0
LPC Silva,221,18.0,0,12.0
P Utseya,133,8.0,0,9.0
KM Jarvis,13,2.0,0,7.0
GJ Hopkins,67,7.0,0,12.0
L Ronchi,160,22.0,0,10.0
WPUJC Vaas,24,1.0,0,7.0
BJ Haddin,288,34.0,0,11.0
LD Chandimal,334,36.0,0,10.0
AN Cook,104,13.0,0,15.0
BC Lara,150,16.0,0,12.0
Nizakat Khan,11,1.0,0,12.0
PJ Hughes,66,8.0,0,12.0
JF Mooney,116,14.0,0,13.0
DT Christian,52,6.0,0,9.0
JP Faulkner,97,9.0,0,10.0
MR Swart,8,1.0,0,8.0
CJ Jordan,46,8.0,0,9.0
Mohammad Sami,25,4.0,0,14.0
T Taibu,187,13.0,0,11.0
SMSM Senanayake,32,4.0,0,6.0
AM Ellis,45,3.0,0,14.0
AB de Villiers,1250,144.0,0,12.0
Aamer Yamin,18,2.0,0,18.0
TM Odoyo,121,15.0,0,12.0
DT Johnston,40,5.0,0,8.0
BV Vitori,18,2.0,0,12.0
TM Dilshan,355,31.0,0,10.0
KJ O'Brien,207,30.0,0,8.0
RG Sharma,391,44.0,0,12.0
TN de Grooth,23,3.0,0,14.0
Harbhajan Singh,66,4.0,0,6.0
Umar Amin,94,13.0,0,11.0
JO Holder,58,8.0,0,8.0
SS Pathirana,31,5.0,0,17.0
Umar Akmal,457,52.0,0,11.0
M Kaif,30,2.0,0,14.0
MH Yardy,49,4.0,0,10.0
Hamza Tariq,37,8.0,0,8.0
TL Chatara,36,4.0,0,6.0
JC Tredwell,36,1.0,0,9.0
Imrul Kayes,40,4.0,0,12.0
MN Samuels,345,41.0,0,12.0
VS Solanki,14,2.0,0,10.0
MK Pandey,33,3.0,0,14.0
AD Hales,35,4.0,0,14.0
STR Binny,26,3.0,0,9.0
Dhiman Ghosh,20,1.0,0,12.0
MA Leask,54,6.0,0,9.0
TJ Murtagh,16,2.0,0,14.0
DW Steyn,39,5.0,0,8.0
T Kamungozi,4,1.0,0,5.0
DR Smith,63,7.0,0,10.0
BB McCullum,254,27.0,0,9.0
AB Agarkar,38,3.0,0,12.0
SK Raina,893,105.0,0,11.0
BA Stokes,99,11.0,0,8.0
VD Philander,16,1.0,0,5.0
P Kumar,33,4.0,0,5.0
OA Shah,197,16.0,0,11.0
JL Ontong,34,5.0,0,16.0
Azhar Ali,65,5.0,0,10.0
V Kohli,672,79.0,0,12.0
SE Findlay,11,2.0,0,10.0
